datetime,prcp,Kejadian,Lokasi,Kabupaten,Penyebab,SMA10,EMA10
2021-10-28,16.5,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,11.0,13.8
2021-10-28,16.5,TANAH LONGSOR,KEC CIGOMBONG KEC CIJERUK KEC SUKAJAYA,BOGOR,-,12.2,14.3
2021-10-28,16.5,TANAH LONGSOR,KEC PAMIJAHAN,BOGOR,-,13.5,14.7
2021-10-28,16.5,TANAH LONGSOR,Kec. Ciawi Ds. Banjarwangi,BOGOR,● Hujan deras dengan intensitas tinggi Dan Mengakibatkan Tebingan penahan Tanah (Tpt) Longsor Dengan Rincian P : 16M T :12M L : 5M,13.5,15.0
2021-10-28,16.5,TANAH LONGSOR,Kec. Ciawi Ds. Bendungan,BOGOR,● Disebabkan hujan intensitas tinggi mengakibatkan tanah tebingan milik Espemia mengalami longsor dengan T: 4 meter P:7 meter L:4 meter yang mana di tanah tersebut terdapat pohon pace dengan diameter ±35cm roboh menimpa rumah di bawahnya sehingga mengalami kerusakan.,14.5,15.3
2021-10-28,16.5,TANAH LONGSOR,Kec. Megamendung Ds. Cipayung,BOGOR,"● Dipicu hujan dengan intensitas yang cukup tinggi dan lama, sehingga mengakibatkan ambruknya tembok penahan tanah",15.6,15.5
2021-10-28,16.5,TANAH LONGSOR,Kec. Sukajaya  Ds. Harkatjaya,BOGOR,● Dipicu hujan deras dengan durasi yang cukup lama dan terjadi pergeseran tanah,16.6,15.7
2021-10-28,16.5,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,17.7,15.8
2021-10-28,16.5,TANAH LONGSOR,Kec. Megamendung Ds. Sukamahi,BOGOR,● Hujan intensitas tinggi dan meluapnya aliran drainase yang masuk kedalam rumah yang mengalir ke area belakang rumah mengakibatkan tanah tebingan belakang rumah longsor dengan T:3 meter P: 4meter L:3meter yang diatas tersebut terdapat kandang kambing,16.5,15.9
2021-10-28,16.5,TANAH LONGSOR,KEC CIAWI,BOGOR,-,16.5,16.0
2021-10-28,16.5,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,16.5,16.1
2021-10-29,33.5,TANAH LONGSOR,Kec. Sukajaya  Ds. Harkatjaya Ds. Urug,BOGOR,● Dipicu oleh hujan dengan intensitas tinggi dan mengakibatkan tanah menjadi labil dan terjadi tanah longsor,18.2,19.3
2021-10-29,33.5,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,19.9,21.9
2021-10-30,20.9,-,-,-,-,20.3,21.7
2021-10-31,29.7,TANAH LONGSOR,Kec. Dramaga Ds. Petir,BOGOR,"● Dipicu hujan dengan intensitas yang cukup tinggi dan lama, sehingga mengakibatkan ambruknya tembok penahan tanah",21.7,23.2
2021-10-31,29.7,TANAH LONGSOR,Kec.Gunung Sindur  Ds.Cibinong Kp.Cibinong Kp. Alastua,BOGOR,"●Disebabkan Curah hujan yang tinggi dengan durasi yang lama di sertai dengan angin kencang menyebabkan beberapa unit rumah terdampak,",23.0,24.3
2021-10-31,29.7,TANAH LONGSOR,Kec. Cikajang   Ds. Mekarjaya,BOGOR,● Dipicu oleh hujan dengan intensitas tinggi dan mengakibatkan tanah menjadi labil dan terjadi tanah longsor,24.3,25.3
2021-11-01,26.8,TANAH LONGSOR,KEC PAMIJAHAN,BOGOR,-,25.3,25.6
2021-11-02,8.0,TANAH LONGSOR,Kec. Cijeruk Ds. tajur halang Kec. Megamendung Ds. Sukaresmi,BOGOR,● Dipicu curah hujan yang tinggi yang cukup lama  menyebabkan tanah longsor,24.5,22.4
2021-11-03,25.6,TANAH LONGSOR,Kec. Pamijahan Ds.  Ciasmara,BOGOR,● Dipicu Hujan deras yang cukup lama  sehingga mengakibatkan longsor pada tebing belakang rumah dan  mengakibatkan dinding dapur ambruk,25.4,23.0
2021-11-03,25.6,TANAH LONGSOR,"Kec, Sukajaya Ds Sipayung",BOGOR,●Dipicu hujan deras dan angin kencang dengan durasi yang cukup lama sehingga membuat satu unit rumah terdampak,26.3,23.5
2021-11-04,53.8,TANAH LONGSOR,Kec.Caringin Ds. Lemah Duhur,BOGOR,●Dipicu hujan deras yang lama mengakibat Tanah longsor,28.3,29.0
2021-11-04,53.8,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,30.4,33.5
2021-11-05,10.1,TANAH LONGSOR,Kec. Caringin  Ds. Lemah Duhur,BOGOR,● hujan dengan intensitas tinggi disertai angin kencang,29.3,29.2
2021-11-06,15.1,TANAH LONGSOR,KEC CIGOMBONG,BOGOR,-,27.8,26.7
2021-11-06,15.1,TANAH LONGSOR,Kec. Sukajaya Ds. Urug,BOGOR,● Dipicu akibat hujan dengan intensitas lebat dan menyebabkan tembok penahan tanah longsor,26.4,24.6
2021-11-06,15.1,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,24.9,22.8
2021-11-07,29.1,TANAH LONGSOR,KEC CIAWI,BOGOR,-,25.1,24.0
2021-11-07,29.1,TANAH LONGSOR,Kec. Caringin Ds. Muara Jaya,BOGOR,● Dipicu akibat hujan dengan intensitas lebat dan menyebabkan meluapnya air kali dan membuat rembesan sehingga terjadi longsor,27.2,24.9
2021-11-07,29.1,TANAH LONGSOR,Kec. Sukamakmur Ds. Sukawangi,BOGOR,● Dipicu akibat hujan dengan intensitas lebat dan menyebabkan tebing mengalami longsor dan mengancam 4 unit rumah disekitarnya,27.6,25.7
2021-11-07,29.1,TANAH LONGSOR,KEC CISARUA,BOGOR,-,27.9,26.3
2021-11-07,29.1,TANAH LONGSOR,Kec. Cibinong Kel. Pondok Rajeg,BOGOR,●Hujan dengan intensitas tinggi mengakibatkan TPT Roboh dengan panjang -+ 100 Meter Tinggi 3 Meter dan menutupi aliran kali cadas dengan lebar kali ±2 meter sehingga meluapnya air ke pemukiman warga.,25.5,26.8
2021-11-07,29.1,TANAH LONGSOR,Kec. Nanggung Ds. Curugbitung Kec. Ciawi Ds. Banjarsari,BOGOR,●Dipicu oleh hujan dengan intensitas lebat yang terjadi di wilayah Kabupaten Bogor dan menyebabkan tanah labil dan terjadi longsor,23.0,27.2
2021-11-07,29.1,TANAH LONGSOR,Kec. Tanah Sereal Kel. Kedung Badak Kp. Teplan,BOGOR,● Dipicu hujan dengan intensitas tinggi,24.9,27.6
2021-11-08,2.9,-,-,-,-,23.7,23.1
2021-11-09,35.4,TANAH LONGSOR,KEC CIGOMBONG,BOGOR,-,25.7,25.3
2021-11-09,35.4,TANAH LONGSOR,KEC NANGGUNG,BOGOR,-,27.7,27.2
2021-11-10,17.3,TANAH LONGSOR,KEC CISARUA,BOGOR,-,26.6,25.4
2021-11-10,17.3,TANAH LONGSOR,KEC CISARUA,BOGOR,-,25.4,23.9
2021-11-11,1.4,-,-,-,-,22.6,19.8
2021-11-12,3.7,-,-,-,-,20.1,16.9
2021-11-13,8.1,TANAH LONGSOR,Kec. Sukamakmur  Ds. Sukawangi,BOGOR,dipicu oleh intensitas curah hujan yang cukup tinggi dalam durasi yang lama,18.0,15.3
2021-11-14,17.8,-,-,-,-,16.8,15.7
2021-11-15,8.2,-,-,-,-,14.8,14.4
2021-11-16,16.4,-,-,-,-,16.1,14.7
2021-11-17,12.3,-,-,-,-,13.8,14.3
2021-11-18,21.1,-,-,-,-,12.4,15.5
2021-11-19,15.0,TANAH LONGSOR,Kec. Sukajaya Ds.Harkatjaya,BOGOR,"●Disebabkan hujan deras dengan durasi yang cukup lama dan angin kencang, mengakibatkan telah terjadi pergeseran tanah",12.1,15.4
2021-11-20,4.4,-,-,-,-,10.8,13.4
2021-11-21,4.1,-,-,-,-,11.1,11.7
2021-11-22,8.2,-,-,-,-,11.6,11.1
2021-11-23,29.3,-,-,-,-,13.7,14.4
2021-11-24,1.8,-,-,-,-,12.1,12.1
2021-11-25,2.1,-,-,-,-,11.5,10.3
2021-11-26,8.4,-,-,-,-,10.7,9.9
2021-11-27,20.5,TANAH LONGSOR,Kec. Caringin Ds. Lemah Duhur,BOGOR,● Dipicu oleh curah Hujan dengan intensitas tinggi dan kondisi tanah yang labil,11.5,11.9
2021-11-28,4.1,TANAH LONGSOR,Kec. Ciawi Ds. Cibedug,BOGOR,● Dipicu Hujan dengan intensitas tinggi dan kondisi tanah yang labil,9.8,10.5
2021-11-29,3.5,TANAH LONGSOR,Kec. Megamendung  Ds. Sukaresmi  Ds. Sukagalih Ds. Kuta,BOGOR,dipicu oleh intensitas curah hujan yang cukup tinggi,8.6,9.2
2021-11-30,17.8,-,-,-,-,10.0,10.8
2021-12-01,3.3,-,-,-,-,9.9,9.4
2021-12-02,5.3,TANAH LONGSOR,Kec Ciomas Ds. Mekarjaya,BOGOR,"●Akibat Hujan dengan intensitas yang tinggi yang terjadi di wilayah tersebut menyebabkan TPT sungai Ciomas longsor sepanjang 20 Meter & tinggi 2,5 Meter, berdampak pada beberapa rumah mengalami kerusakan bangunan",9.6,8.7
2021-12-03,8.9,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,7.6,8.7
2021-12-04,14.6,-,-,-,-,8.8,9.8
2021-12-05,8.0,-,-,-,-,9.4,9.4
2021-12-06,40.9,TANAH LONGSOR,KEC CISARUA,BOGOR,-,12.7,15.2
2021-12-06,40.9,TANAH LONGSOR,KEC MEGAMENDUNG,BOGOR,-,14.7,19.8
2021-12-07,36.1,TANAH LONGSOR,Kec. Sukajaya Ds. Sukajaya,BOGOR,●Dipicu hujan dengan intensitas tinggi disertai struktur tanah yang labil,17.9,22.8
2021-12-07,36.1,TANAH LONGSOR,KEC MEGAMENDUNG,BOGOR,-,21.2,25.2
2021-12-08,3.8,-,-,-,-,19.8,21.3
2021-12-09,11.2,-,-,-,-,20.6,19.5
2021-12-10,14.8,TANAH LONGSOR,Kec. Sukamakmur Ds. Sukamakmur,BOGOR,● Dipicu akibat hujan dengan intensitas tinggi dan saluran air tersumbat dan mengakibatkan tanah longsor di atasnya dan mengancam rumah warga,21.5,18.6
2021-12-10,14.8,TANAH LONGSOR,Kec. Sukajaya Ds. Urug,BOGOR,● Dipicu akibat hujan dengan intensitas tinggi dan saluran air tersumbat dan mengakibatkan tanah longsor di atasnya dan mengancam rumah warga,22.1,17.9
2021-12-10,14.8,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,22.1,17.4
2021-12-11,7.7,-,-,-,-,22.1,15.6
2021-12-12,4.8,-,-,-,-,18.5,13.6
2021-12-13,4.2,TANAH LONGSOR,Kec. Sukaraja Ds. Cimandala,BOGOR,● Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil,14.8,11.9
2021-12-14,3.8,TANAH LONGSOR,Kec. Caringin Ds. Cinagara Ds. Pancawati,BOGOR,●Dipicu hujan dengan intensitas tinggi disertai stuktur tanah yang labil,11.6,10.4
2021-12-15,8.2,-,-,-,-,8.8,10.0
2021-12-16,9.6,TANAH LONGSOR,Kec. Ciawi Ds. Cibedug,BOGOR,●dipicu akibat hujan dengan intensitas sedang hingga lebat dan kondisi tanah yang labil sehingga menyebabkan longsor di beberapa titik di Kec. Ciawi,9.4,10.0
2021-12-16,9.6,TANAH LONGSOR,Kec. Caringin Ds. Lembah Duhur,BOGOR,●Dipicu hujan dengan intensitas lebat dan tanah yang labil dan menyebabkan tanah longsor di beberapa titik di Kec. Ciawi,9.2,9.9
2021-12-16,9.6,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,8.7,9.8
2021-12-16,9.6,TANAH LONGSOR,Kec. Megamendung Ds. Kuta,BOGOR,●Dipicu hujan dengan intensitas tinggi dan durasi yang cukup lama sehingga mengakibatkan tebing di depan rumah dan jalan setapak mengalami longsor,8.2,9.8
2021-12-17,39.5,TANAH LONGSOR,Kec. Megamendung Ds. Sukamanah,BOGOR,●dipicu akibat hujan dengan intensitas lebat dengan durasi yang cukup lama dan tanah yang labil sehingga menyebabkan tanah longsor dan menimpa bagian rumah warga,10.7,15.2
2021-12-17,39.5,TANAH LONGSOR,KEC MEGAMENDUNG,BOGOR,-,13.8,19.6
2021-12-17,39.5,TANAH LONGSOR,Kec. Ciawi Ds. Cileungsi,BOGOR,●Dipicu hujan dengan intensitas lebat dan tanah yang labil dan menyebabkan tanah longsor di beberapa titik di Kec. Ciawi,17.3,23.2
2021-12-18,0.3,TANAH LONGSOR,Kec. Bogor Barat Kel. Semplak,BOGOR,●akibat tumbangnya 2 pohon yang berada di tebing pinggir Kali Cipakancilan dan menimpa 1 unit rumah,16.9,19.1
2021-12-19,41.0,-,-,-,-,20.6,23.1
2021-12-20,21.4,TANAH LONGSOR,Kec. Tenjolaya Ds. Gunung Mulya Ds. Situ Daun,BOGOR,● Dipicu hujan dengan intensitas tinggi dan struktur tanah yang labil,22.0,22.8
2021-12-20,21.4,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,23.1,22.5
2021-12-20,21.4,TANAH LONGSOR,KEC TENJOLAYA,BOGOR,-,24.3,22.3
2021-12-21,22.2,TANAH LONGSOR,Kec. Sukaraja Ds. Nagrak,BOGOR,●Dipicu hujan dengan intensitas tinggi dan struktur tanah yang labil,25.6,22.3
2021-12-22,7.8,TANAH LONGSOR,Kec. Jasinga Ds. Pangradin,BOGOR,●Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil,25.4,19.7
2021-12-22,7.8,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,22.2,17.5
2021-12-23,13.9,TANAH LONGSOR,KEC MEGAMENDUNG,BOGOR,-,19.7,16.8
2021-12-23,13.9,TANAH LONGSOR,Kec. Ciawi Ds. Banjarwaru,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,17.1,16.3
2021-12-24,5.7,TANAH LONGSOR,Kec. Ciawi  Ds. Citapen,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,17.6,14.4
2021-12-25,1.0,TANAH LONGSOR,KEC CIBADAK,BOGOR,-,13.6,11.9
2021-12-26,4.9,TANAH LONGSOR,KEC BABAKAN MADANG,BOGOR,-,12.0,10.7
2021-12-27,5.9,-,-,-,-,10.4,9.8
2021-12-28,9.5,TANAH LONGSOR,Kec. Rumpin Ds. Cipinang,BOGOR,●Diakibatkan Hujan dengan intensitas tinggi dan cukup lama sehingga menyebabkan TPT (Tembok Penahan Tanah) amblas menimpa kamar dengan diameter P: ±5m dan L ±3m,9.3,9.7
2021-12-29,4.6,-,-,-,-,7.5,8.8
2021-12-30,10.3,-,-,-,-,7.8,9.1
2021-12-31,3.3,-,-,-,-,7.3,8.0
2022-01-01,3.4,-,-,-,-,6.2,7.2
2022-01-02,3.1,-,-,-,-,5.2,6.4
2022-01-03,0.5,-,-,-,-,4.6,5.4
2022-01-04,3.2,-,-,-,-,4.9,5.0
2022-01-05,2.8,-,-,-,-,4.7,4.6
2022-01-06,15.2,-,-,-,-,5.6,6.5
2022-01-07,7.2,-,-,-,-,5.4,6.6
2022-01-08,5.1,-,-,-,-,5.4,6.4
2022-01-09,13.7,-,-,-,-,5.8,7.7
2022-01-10,13.7,TANAH LONGSOR,Kec. Sukajaya Ds. Sukamulih,BOGOR,●Dipicu hujan dengan intensitas tinggi disertai struktur tanah yang labil,6.8,8.8
2022-01-11,24.9,-,-,-,-,8.9,11.7
2022-01-12,9.1,-,-,-,-,9.5,11.2
2022-01-13,4.2,-,-,-,-,9.9,10.0
2022-01-14,6.5,-,-,-,-,10.2,9.3
2022-01-15,5.3,-,-,-,-,10.5,8.6
2022-01-16,7.4,-,-,-,-,9.7,8.4
2022-01-17,3.6,TANAH LONGSOR,Kec. Tamansari Ds. Tamansari,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,9.4,7.5
2022-01-18,7.7,TANAH LONGSOR,Kec. Citeureup Ds. Tajur,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,9.6,7.5
2022-01-19,12.4,-,-,-,-,9.5,8.4
2022-01-20,6.3,-,-,-,-,8.7,8.0
2022-01-21,10.2,-,-,-,-,7.3,8.4
2022-01-22,4.5,-,-,-,-,6.8,7.7
2022-01-23,6.2,-,-,-,-,7.0,7.4
2022-01-24,2.6,-,-,-,-,6.6,6.6
2022-01-25,4.2,-,-,-,-,6.5,6.1
2022-01-26,4.7,-,-,-,-,6.2,5.9
2022-01-27,3.3,-,-,-,-,6.2,5.4
2022-01-28,4.2,-,-,-,-,5.9,5.2
2022-01-30,2.7,-,-,-,-,4.9,4.7
2022-01-31,2.5,-,-,-,-,4.5,4.3
2022-02-01,2.1,-,-,-,-,3.7,3.9
2022-02-02,7.6,-,-,-,-,4.0,4.6
2022-02-03,11.8,-,-,-,-,4.6,5.9
2022-02-04,25.4,-,-,-,-,6.8,9.4
2022-02-05,26.5,-,-,-,-,9.1,12.5
2022-02-06,12.0,TANAH LONGSOR,Kec.  Ciawi Ds. Banjarsari,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi mengakibatkan TPT saluran air cikambangan  longsor  menimpah satu unit rumah,9.8,12.4
2022-02-07,13.3,-,-,-,-,10.8,12.6
2022-02-08,5.5,-,-,-,-,10.9,11.3
2022-02-09,7.1,-,-,-,-,11.4,10.5
2022-02-10,3.3,-,-,-,-,11.5,9.2
2022-02-11,2.2,-,-,-,-,11.5,8.0
2022-02-12,1.5,-,-,-,-,10.9,6.8
2022-02-13,0.3,-,-,-,-,9.7,5.6
2022-02-14,5.1,-,-,-,-,7.7,5.5
2022-02-15,0.3,-,-,-,-,5.1,4.6
2022-02-16,30.0,TANAH LONGSOR,Kec. Sukamakmur Ds.  Pabuaran,BOGOR,●Dipicu hujan dengan intensitas tinggi dan struktur tanah yang labil,6.9,9.2
2022-02-16,30.0,TANAH LONGSOR,Kec.  Citerureup Ds. Tahur Kec. Leuwiliang Ds. Purasari Ds. Tajur,BOGOR,●dipicu akibat kondisi tanah yang labil dan terjadi longsor yang berdampak pada rumah warga,8.5,13.0
2022-02-16,30.0,TANAH LONGSOR,"Kec. Leuwiliang, Ds. Pabangbon   Ds. Purasari",BOGOR,"●Hujan deras dengan intensitas tinggi sehingga mengakibatkan satu unit rumah terdampak/jebol pada bagian dapur. dengan rincian longsoran T= 2m, L= 60 cm.",11.0,16.1
2022-02-16,30.0,TANAH LONGSOR,Kec. Klapanunggal  Ds. Leuwi Karet,BOGOR,Dipicu oleh intensitas hujan yang cukup tinggi dan kondisi tanah yang labil,13.3,18.6
2022-02-16,30.0,TANAH LONGSOR,Kec. Leuwiliang Ds. Puraseda,BOGOR,Dipicu oleh Hujan Intensitas curah hujan yang cukup tinggi,15.9,20.7
2022-02-17,20.8,TANAH LONGSOR,Kec. Citereup  Ds. Gunungsari,BOGOR,Dipicu oleh hujan dengan intensitas tinggi dan tersumbatnya drainase sehingga mengakibatkan longsornya tebing dengan Panjang 15 meter dan Tinggi 4 meter,17.8,20.7
2022-02-18,13.7,TANAH LONGSOR,Kec. Sukajaya  Ds. Sipayung,BOGOR,"Dipicu oleh Hujan Intensitas curah hujan yang cukup tinggi mengakibat bongkahan batu pada bukit Cikondang jatuh / longsor dari ketinggian ± 30 meter , menimpa bangunan majelis ta'lim",19.0,19.4
2022-02-19,4.4,-,-,-,-,19.4,16.7
2022-02-20,6.0,-,-,-,-,19.5,14.7
2022-02-21,4.6,-,-,-,-,20.0,12.9
2022-02-22,8.8,TANAH LONGSOR,Kec. Cijeruk Ds. Cijeruk,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,17.8,12.2
2022-02-22,8.8,TANAH LONGSOR,Kec. Cijeruk Ds. Palasari,BOGOR,Dipicu oleh intensitas hujan yang cukup tinggi dan dalam durasi yang cukup lama,15.7,11.5
2022-02-23,4.9,TANAH LONGSOR,Kec. Cijeruk Ds. Cipelang,BOGOR,Dipicu oleh curah hujan yang cukup tinggi dan kondisi tanah yang labil,13.2,10.3
2022-02-23,4.9,TANAH LONGSOR,Kec. Leuwisadeng Ds. Leuwisadeng,BOGOR,●Akibat hujan dengan intensitas tinggi yang cukup lama mengakibatkan longsor pada tebingan jalan,10.7,9.3
2022-02-23,4.9,TANAH LONGSOR,Kec. Bogor Selatan Kel. Harjasari,BOGOR,Dipicu oleh intensitas hujan yang cukup tinggi dan dalam durasi yang cukup lama,8.2,8.5
2022-02-24,2.7,TANAH LONGSOR,Kec. Cijeruk Ds. Palasari,BOGOR,Dipicu oleh curah hujan yang cukup tinggi dan kondisi tanah yang labil,6.4,7.5
2022-02-25,12.2,TANAH LONGSOR,Kec. Jasinga Ds. Curug,BOGOR,●dipicu akibat hujan dengan intensitas tinggi yang cukup lama disertai angin kencang sehingga menyebabkan 2 unit rumah terdampak dengan pondasi rumah ambles  dan bagian tengah dinding jebol,6.2,8.3
2022-02-26,12.8,-,-,-,-,7.1,9.1
2022-02-27,4.3,-,-,-,-,6.9,8.3
2022-02-28,7.3,-,-,-,-,7.2,8.1
2022-03-01,9.8,-,-,-,-,7.3,8.4
2022-03-02,2.6,-,-,-,-,6.6,7.3
2022-03-03,8.3,-,-,-,-,7.0,7.5
2022-03-04,7.0,-,-,-,-,7.2,7.4
2022-03-05,21.2,-,-,-,-,8.8,9.9
2022-03-06,11.5,TANAH LONGSOR,Kec. Megamendung  Ds. Sukamahi,BOGOR,Kec. Megamendung  Ds. Sukamahi,9.7,10.2
2022-03-07,1.0,-,-,-,-,8.6,8.5
2022-03-08,9.9,-,-,-,-,8.3,8.8
2022-03-09,30.5,-,-,-,-,10.9,12.7
2022-03-10,20.0,-,-,-,-,12.2,14.1
2022-03-11,13.6,-,-,-,-,12.6,14.0
2022-03-12,18.9,-,-,-,-,14.2,14.9
2022-03-13,13.9,-,-,-,-,14.8,14.7
2022-03-14,18.4,-,-,-,-,15.9,15.4
2022-03-15,22.7,-,-,-,-,16.0,16.7
2022-03-16,7.3,-,-,-,-,15.6,15.0
2022-03-17,16.5,TANAH LONGSOR,Kec. Cigombong Ds. Tugu Jaya,BOGOR,●Dikarenakan curah hujan yang tinggi mengakibatkan tanah longsor,17.2,15.3
2022-03-18,33.5,TANAH LONGSOR,Kec. Cigombong Ds. Tugujaya,BOGOR,●hujan dengan intensitas tinggi,19.5,18.6
2022-03-19,2.6,-,-,-,-,16.7,15.7
2022-03-21,1.5,-,-,-,-,14.9,13.1
2022-03-22,6.7,-,-,-,-,14.2,11.9
2022-03-23,8.0,-,-,-,-,13.1,11.2
2022-03-24,3.4,-,-,-,-,12.1,9.8
2022-03-25,2.2,-,-,-,-,10.4,8.4
2022-03-26,10.9,-,-,-,-,9.3,8.9
2022-03-27,6.5,-,-,-,-,9.2,8.4
2022-03-28,2.9,-,-,-,-,7.8,7.4
2022-03-29,1.4,-,-,-,-,4.6,6.3
2022-03-30,2.7,-,-,-,-,4.6,5.7
2022-03-31,5.7,-,-,-,-,5.0,5.7
2022-04-01,6.8,-,-,-,-,5.0,5.9
2022-04-02,10.0,-,-,-,-,5.2,6.6
2022-04-03,16.9,-,-,-,-,6.6,8.5
2022-04-04,15.8,-,-,-,-,8.0,9.8
2022-04-05,43.9,-,-,-,-,11.3,16.0
2022-04-06,10.0,-,-,-,-,11.6,14.9
2022-04-07,1.6,-,-,-,-,11.5,12.5
2022-04-08,4.4,-,-,-,-,11.8,11.0
2022-04-09,23.0,-,-,-,-,13.8,13.2
2022-04-10,2.0,-,-,-,-,13.4,11.2
2022-04-11,28.2,-,-,-,-,15.6,14.3
2022-04-12,63.4,-,-,-,-,20.9,23.2
2022-04-13,16.0,-,-,-,-,20.8,21.9
2022-04-15,17.1,-,-,-,-,21.0,21.0
2022-04-16,11.6,-,-,-,-,17.7,19.3
2022-04-17,13.9,-,-,-,-,18.1,18.3
2022-04-18,17.2,-,-,-,-,19.7,18.1
2022-04-19,9.2,TANAH LONGSOR,Kec. Cigombong Ds. Watesjaya Ds. Cigombong,BOGOR,●Dipicu hujan dengan intensitas tinggi dan durasi yang cukup lama sehingga mengakibatkan  longsor di beberapa titik di wilayah tersebut.,20.2,16.5
2022-04-19,9.2,TANAH LONGSOR,Kec. Cigombong Ds. Cisalada Ds. Ciburuy,BOGOR,●Dipicu curah hujan yang tinggi sehingga menyebabkan longsor di beberapa titik di wilayah tersebut,18.8,15.2
2022-04-20,5.7,TANAH LONGSOR,Kec.Pamijahan Ds.Cibitung Kulon,BOGOR,●Disebabkan hujan dengan intensitas tinggi dan durasi yang cukup lama sehingga mengakibatkan ongsoran,19.2,13.4
2022-04-21,10.0,-,-,-,-,17.3,12.8
2022-04-22,3.7,-,-,-,-,11.4,11.2
2022-04-23,12.2,-,-,-,-,11.0,11.4
2022-04-24,10.3,-,-,-,-,10.3,11.2
2022-04-25,21.1,TANAH LONGSOR,Kec. Klapanunggal Ds. Nambo,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,11.2,13.0
2022-04-26,4.6,-,-,-,-,10.3,11.4
2022-04-27,51.1,TANAH LONGSOR,Kec. Ciawi Ds. Banjarsari,BOGOR,●dipicu hujan dengan intensitas tinggi yang cukup lama mengakibatkan tebingan longsor dan rumah di bawahnya mengalami kerusakan pada tembok ruang tamu jebol dan keretakan pada beberapa dinding rumah,13.7,18.7
2022-04-27,51.1,TANAH LONGSOR,Kec. Caringin Ds. Lemah Duhur Kec. Cijeruk Ds. Palasari Kec. Ciawi Ds. Cibedug,BOGOR,●dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Bogor serta kondisi tanah yang labil dan menyebabkan tanah longsor,17.9,24.6
2022-04-28,14.4,-,-,-,-,18.4,22.7
2022-04-29,5.5,-,-,-,-,18.4,19.6
2022-04-30,29.0,-,-,-,-,20.3,21.3
2022-05-01,6.9,-,-,-,-,20.6,18.7
2022-05-02,26.1,-,-,-,-,22.0,20.0
2022-05-03,1.9,TANAH LONGSOR,Kec. Megamendung  Ds. Gadog,BOGOR,●Dipicu hujan dengan intensitas tinggi yang cukup lama mengakibatkan tanah longsor,21.2,16.7
2022-05-04,4.5,TANAH LONGSOR,Kec. Megamendung Ds. Sukakarya Kec. Cisarua Ds. Kopo  Ds. Sumberjaya,BOGOR,●Dipicu hujan dengan intensitas tinggi,19.5,14.5
2022-05-04,4.5,TANAH LONGSOR,Kec. Sukaraja Ds. Gunung Geulis,BOGOR,●Hujan dengan intensitas tinggi yang cukup lama mengakibatkan Tebingan yang berada di belakang rumah terjadi longsor,19.5,12.7
2022-05-05,2.1,-,-,-,-,14.6,10.8
2022-05-06,3.2,TANAH LONGSOR,Kec. Sukajaya   Ds. Jayaharja  Kec. Leuwiliang Ds. Karacak,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,9.8,9.4
2022-05-07,2.8,TANAH LONGSOR,Kec. Caringin Ds. Cinagara,BOGOR,● dipicu hujan intensitas tinggi dengan durasi cukup lama di lokasi terdampak disertai dengan kondisi tanah yang tidak stabil serta tidak baik nya saluran irigasi membuat tanah tebingan di lokasi tersebut mengalami longsor,8.6,8.2
2022-05-08,3.6,-,-,-,-,8.5,7.4
2022-05-09,1.9,-,-,-,-,5.8,6.4
2022-05-10,2.4,-,-,-,-,5.3,5.6
2022-05-11,2.3,TANAH LONGSOR,Kec. Megamendung Ds. Cipayung Girang,BOGOR,●dipicu akibat hujan dengan intensitas tinggi,2.9,5.0
2022-05-12,9.5,-,-,-,-,3.7,5.8
2022-05-13,9.0,-,-,-,-,4.1,6.4
2022-05-14,4.4,-,-,-,-,4.1,6.1
2022-05-15,11.3,TANAH LONGSOR,Kec. Caringin   Ds.Cimande,BOGOR,●Akibat hujan dengan intensitas tinggi yang cukup lama dan kekuatan bangun turap rumah tersebut tidak kuat sehingga mengakibatkan tanah longsor,5.0,7.0
2022-05-15,11.3,TANAH LONGSOR,Kec. Tamansari Ds. Sukajaya Ds. Batujajar,BOGOR,●Disebabkan hujan deras dengan intensitas cukup lama menyebabkan tanah longsor,5.8,7.8
